timestamp,round_id,actual_multiplier,ensemble_prediction,ensemble_range,ensemble_confidence,consensus_range,consensus_strength,recommendation_should_bet,recommendation_target,recommendation_risk,prediction_error,range_correct,model_1_pred,model_2_pred,model_3_pred,model_4_pred,model_5_pred,model_6_pred,model_7_pred,model_8_pred,model_9_pred,model_10_pred
2025-11-11 01:35:16,20251111013458062,2.34,4.79,MEDIUM-HIGH,MEDIUM-LOW,84.75,MEDIUM-LOW,62.5,True,4.79,MEDIUM,2.45,0,,,,,,,1.91,,9.56,1.93,,,,,,
2025-11-11 01:35:26,20251111013516582,1.17,1.74,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,62.5,True,1.74,MEDIUM,0.57,0,,,,,,,2.19,,1.00,2.18,,,,,,
2025-11-11 02:39:46,20251111023920982,1.13,2.35,MEDIUM-LOW,LOW,84.33,MEDIUM-LOW,66.7,True,2.35,MEDIUM,1.22,0,,,,,,,3.49,,1.76,1.81,,,,,,
2025-11-11 02:40:04,20251111023946240,1.56,1.5,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,73.7,True,1.5,MEDIUM,0.06,1,,,,,,,1.29,,1.61,1.55,,,,,,
2025-11-11 02:40:38,20251111024004745,7.59,1.75,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,73.7,True,1.75,MEDIUM,5.84,0,,,,,,,1.38,,1.99,1.78,,,,,,
2025-11-11 02:40:52,20251111024038332,1.78,4.91,MEDIUM-HIGH,MEDIUM-LOW,84.75,HIGH,62.5,True,4.91,MEDIUM,3.13,0,,,,,,,8.05,,1.55,6.12,,,,,,
2025-11-11 02:41:57,20251111024123685,1.9,2.11,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,73.7,True,2.11,MEDIUM,0.21,1,,,,,,,3.18,,1.73,1.73,,,,,,
2025-11-11 02:42:17,20251111024157379,2.68,1.84,MEDIUM-LOW,MEDIUM,84.75,MEDIUM-LOW,100.0,True,1.84,MEDIUM,0.84,0,,,,,,,1.85,,1.94,1.72,,,,,,
2025-11-11 02:42:40,20251111024217559,3.19,2.18,MEDIUM-LOW,MEDIUM,84.75,MEDIUM-LOW,73.7,True,2.18,MEDIUM,1.01,0,,,,,,,2.56,,1.78,2.33,,,,,,
2025-11-11 02:42:51,20251111024241211,1.18,2.45,MEDIUM-LOW,LOW,84.75,MEDIUM,62.5,True,2.45,MEDIUM,1.27,0,,,,,,,3.16,,1.77,2.65,,,,,,
2025-11-11 02:43:09,20251111024251368,1.54,1.63,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,63.9,True,1.63,MEDIUM,0.09,1,,,,,,,1.63,,1.80,1.46,,,,,,
2025-11-11 02:43:51,20251111024325702,5.43,1.56,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,73.7,True,1.56,MEDIUM,3.87,0,,,,,,,1.42,,1.62,1.59,,,,,,
2025-11-11 02:44:22,20251111024352015,6.34,3.77,MEDIUM-HIGH,HIGH,84.75,MEDIUM-LOW,37.5,False,3.77,UNKNOWN,2.57,0,,,,,,,5.37,,2.02,4.43,,,,,,
2025-11-11 02:44:35,20251111024422447,1.17,4.59,MEDIUM-HIGH,LOW,84.75,MEDIUM,37.5,False,4.59,UNKNOWN,3.42,0,,,,,,,6.71,,2.91,4.80,,,,,,
2025-11-11 02:44:55,20251111024435689,1.92,2.12,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,100.0,True,2.12,MEDIUM,0.2,1,,,,,,,2.37,,2.40,1.64,,,,,,
2025-11-11 02:45:38,20251111024455654,2.63,1.69,MEDIUM-LOW,MEDIUM,84.75,MEDIUM-LOW,100.0,True,1.69,MEDIUM,0.94,0,,,,,,,1.71,,1.57,1.79,,,,,,
2025-11-11 02:45:48,20251111024538840,1.15,2.63,MEDIUM,LOW,84.75,MEDIUM,100.0,True,2.63,MEDIUM,1.48,0,,,,,,,2.60,,2.67,2.62,,,,,,
2025-11-11 02:46:01,20251111024549205,1.16,1.78,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,1.78,MEDIUM,0.62,0,,,,,,,1.48,,2.09,1.67,,,,,,
2025-11-11 02:46:25,20251111024601878,3.83,1.39,LOW,MEDIUM-HIGH,84.75,LOW,62.5,True,1.39,MEDIUM,2.44,0,,,,,,,1.13,,1.59,1.38,,,,,,
2025-11-11 02:53:59,20251111025354739,1.04,2.78,MEDIUM,LOW,84.75,MEDIUM-LOW,37.5,False,2.78,UNKNOWN,1.74,0,,,,,,,3.62,,1.78,3.21,,,,,,
2025-11-11 02:54:25,20251111025359838,4.23,1.5,LOW,MEDIUM-HIGH,84.75,LOW,73.7,True,1.5,MEDIUM,2.73,0,,,,,,,1.71,,1.46,1.38,,,,,,
2025-11-11 02:55:10,20251111025450607,1.16,3.06,MEDIUM,LOW,84.75,MEDIUM,100.0,True,3.06,MEDIUM,1.9,0,,,,,,,3.49,,2.55,3.28,,,,,,
2025-11-11 02:55:23,20251111025510519,1.17,1.64,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,63.9,True,1.64,MEDIUM,0.47,0,,,,,,,1.90,,1.73,1.36,,,,,,
2025-11-11 02:55:40,20251111025531711,1.05,1.08,LOW,LOW,84.75,LOW,100.0,True,1.08,MEDIUM,0.03,1,,,,,,,1.15,,1.00,1.10,,,,,,
2025-11-11 02:55:49,20251111025540249,1.09,1.12,LOW,LOW,84.75,LOW,100.0,True,1.12,MEDIUM,0.03,1,,,,,,,1.07,,1.17,1.10,,,,,,
2025-11-11 02:56:07,20251111025549303,1.57,1.14,LOW,MEDIUM-LOW,84.75,LOW,100.0,True,1.14,MEDIUM,0.43,0,,,,,,,1.08,,1.19,1.12,,,,,,
2025-11-11 02:56:17,20251111025607880,1.14,1.42,LOW,LOW,84.75,LOW,100.0,True,1.42,MEDIUM,0.28,1,,,,,,,1.49,,1.37,1.41,,,,,,
2025-11-11 02:56:34,20251111025626145,1.03,1.19,LOW,LOW,84.75,LOW,100.0,True,1.19,MEDIUM,0.16,1,,,,,,,1.25,,1.18,1.15,,,,,,
2025-11-11 02:56:44,20251111025634929,1.08,1.05,LOW,LOW,84.75,LOW,100.0,True,1.05,MEDIUM,0.03,1,,,,,,,1.04,,1.04,1.06,,,,,,
2025-11-11 02:57:14,20251111025644340,6.53,1.09,LOW,HIGH,84.75,LOW,100.0,True,1.09,MEDIUM,5.44,0,,,,,,,1.07,,1.11,1.09,,,,,,
2025-11-11 02:57:26,20251111025714906,1.18,4.21,MEDIUM-HIGH,LOW,84.75,HIGH,62.5,True,4.21,MEDIUM,3.03,0,,,,,,,6.90,,1.37,5.19,,,,,,
2025-11-11 02:57:42,20251111025726323,1.52,1.53,MEDIUM-LOW,MEDIUM-LOW,84.75,LOW,73.7,True,1.53,MEDIUM,0.01,1,,,,,,,2.47,,1.22,1.17,,,,,,
2025-11-11 02:59:04,20251111025743216,6.64,1.2,LOW,HIGH,84.75,LOW,100.0,True,1.2,MEDIUM,5.44,0,,,,,,,1.43,,1.00,1.24,,,,,,
2025-11-11 02:59:35,20251111025904899,6.51,4.29,MEDIUM-HIGH,HIGH,84.75,MEDIUM-LOW,37.5,False,4.29,UNKNOWN,2.22,0,,,,,,,6.79,,1.86,5.00,,,,,,
2025-11-11 02:59:53,20251111025935282,2.45,3.98,MEDIUM-HIGH,MEDIUM-LOW,84.75,LOW,37.5,False,3.98,UNKNOWN,1.53,0,,,,,,,7.11,,1.43,4.34,,,,,,
2025-11-11 03:00:06,20251111025954117,1.49,2.25,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,2.25,MEDIUM,0.76,0,,,,,,,3.36,,1.80,1.91,,,,,,
2025-11-11 03:00:37,20251111030007182,6.03,1.37,LOW,HIGH,84.75,LOW,73.7,True,1.37,MEDIUM,4.66,0,,,,,,,1.70,,1.12,1.40,,,,,,
2025-11-11 03:00:46,20251111030037426,1.11,3.8,MEDIUM-HIGH,LOW,84.75,MEDIUM-LOW,37.5,False,3.8,UNKNOWN,2.69,0,,,,,,,5.41,,2.03,4.46,,,,,,
2025-11-11 03:01:12,20251111030046526,4.84,1.93,MEDIUM-LOW,MEDIUM-HIGH,84.75,MEDIUM-LOW,100.0,True,1.93,MEDIUM,2.91,0,,,,,,,2.28,,2.08,1.53,,,,,,
2025-11-11 03:01:31,20251111030113074,2.42,3.99,MEDIUM-HIGH,MEDIUM-LOW,84.75,MEDIUM-HIGH,100.0,True,3.99,MEDIUM,1.57,0,,,,,,,3.90,,3.88,4.17,,,,,,
2025-11-11 03:02:09,20251111030156085,1.92,2.77,MEDIUM,MEDIUM-LOW,84.75,MEDIUM,100.0,True,2.77,MEDIUM,0.85,0,,,,,,,3.08,,2.80,2.52,,,,,,
2025-11-11 03:02:31,20251111030210027,2.03,2.13,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,100.0,True,2.13,MEDIUM,0.1,1,,,,,,,2.00,,2.28,2.07,,,,,,
2025-11-11 03:03:00,20251111030231663,5.86,2.17,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,100.0,True,2.17,MEDIUM,3.69,0,,,,,,,1.99,,2.25,2.21,,,,,,
2025-11-11 03:03:10,20251111030300674,1.17,4.2,MEDIUM-HIGH,LOW,84.75,MEDIUM,37.5,False,4.2,UNKNOWN,3.03,0,,,,,,,5.51,,2.80,4.70,,,,,,
2025-11-11 03:03:33,20251111030311170,3.19,2.0,MEDIUM-LOW,MEDIUM,84.75,MEDIUM-LOW,100.0,True,2.0,MEDIUM,1.19,0,,,,,,,2.27,,2.12,1.67,,,,,,
2025-11-11 03:03:48,20251111030333301,1.91,2.4,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM,62.5,True,2.4,MEDIUM,0.49,1,,,,,,,2.64,,2.05,2.60,,,,,,
2025-11-11 03:04:04,20251111030348837,1.85,2.16,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,100.0,True,2.16,MEDIUM,0.31,1,,,,,,,2.26,,2.13,2.12,,,,,,
2025-11-11 03:04:13,20251111030404623,1.09,1.9,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,1.9,MEDIUM,0.81,0,,,,,,,1.83,,2.00,1.85,,,,,,
2025-11-11 03:04:25,20251111030413995,1.16,1.51,MEDIUM-LOW,LOW,84.75,LOW,62.5,True,1.51,MEDIUM,0.35,0,,,,,,,1.25,,1.71,1.49,,,,,,
2025-11-11 03:04:46,20251111030426182,2.69,1.58,MEDIUM-LOW,MEDIUM,84.75,LOW,62.5,True,1.58,MEDIUM,1.11,0,,,,,,,1.12,,1.99,1.49,,,,,,
2025-11-11 03:04:58,20251111030446286,1.54,2.39,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM,62.5,True,2.39,MEDIUM,0.85,1,,,,,,,2.51,,2.18,2.52,,,,,,
2025-11-11 03:05:18,20251111030459076,1.71,1.8,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,100.0,True,1.8,MEDIUM,0.09,1,,,,,,,1.84,,1.82,1.74,,,,,,
2025-11-11 03:05:49,20251111030518736,8.58,1.64,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,100.0,True,1.64,MEDIUM,6.94,0,,,,,,,1.64,,1.59,1.70,,,,,,
2025-11-11 03:06:00,20251111030549655,1.35,5.7,HIGH,LOW,84.75,HIGH,62.5,True,5.7,MEDIUM,4.35,0,,,,,,,8.79,,2.58,6.70,,,,,,
2025-11-11 03:06:33,20251111030600995,7.28,1.97,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,73.7,True,1.97,MEDIUM,5.31,0,,,,,,,3.07,,1.59,1.56,,,,,,
2025-11-11 03:06:43,20251111030633288,1.15,3.78,MEDIUM-HIGH,LOW,84.75,MEDIUM-LOW,37.5,False,3.78,UNKNOWN,2.63,0,,,,,,,5.80,,1.71,4.47,,,,,,
2025-11-11 03:07:10,20251111030643418,4.84,1.91,MEDIUM-LOW,MEDIUM-HIGH,84.75,MEDIUM-LOW,37.5,False,1.91,UNKNOWN,2.93,0,,,,,,,2.61,,1.94,1.38,,,,,,
2025-11-11 03:07:20,20251111030710831,1.12,2.82,MEDIUM,LOW,84.75,MEDIUM-LOW,37.5,False,2.82,UNKNOWN,1.7,0,,,,,,,3.88,,1.78,3.13,,,,,,
2025-11-11 03:08:29,20251111030738411,10.5,1.55,MEDIUM-LOW,HIGH,84.75,LOW,73.7,True,1.55,MEDIUM,8.95,0,,,,,,,2.01,,1.41,1.37,,,,,,
2025-11-11 03:08:39,20251111030829860,1.14,5.8,HIGH,LOW,84.75,HIGH,62.5,True,5.8,MEDIUM,4.66,0,,,,,,,8.99,,2.40,7.02,,,,,,
2025-11-11 03:09:07,20251111030844244,1.72,1.84,MEDIUM-LOW,MEDIUM-LOW,84.75,LOW,73.7,True,1.84,MEDIUM,0.12,1,,,,,,,3.39,,1.19,1.38,,,,,,
2025-11-11 03:09:17,20251111030907878,1.13,1.58,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,1.58,MEDIUM,0.45,0,,,,,,,1.62,,1.55,1.58,,,,,,
2025-11-11 09:08:18,20251111030917484,2.28,1.37,LOW,MEDIUM-LOW,84.75,LOW,100.0,True,1.37,MEDIUM,0.91,0,,,,,,,1.27,,1.49,1.33,,,,,,
2025-11-12 00:28:23,20251112002737318,2.34,2.56,MEDIUM,MEDIUM-LOW,84.33,MEDIUM-LOW,66.7,True,2.56,MEDIUM,0.22,0,,,,,,,3.49,,2.38,1.81,,,,,,
2025-11-12 00:29:50,20251112002900681,26.69,2.27,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,100.0,True,2.27,MEDIUM,24.42,0,,,,,,,2.14,,2.44,2.18,,,,,,
2025-11-12 00:30:28,20251112002950628,8.11,7.85,HIGH,HIGH,84.75,HIGH,62.5,True,7.85,MEDIUM,0.26,1,,,,,,,10.00,,4.28,10.00,,,,,,
2025-11-12 00:31:05,20251112003028412,8.25,9.16,HIGH,HIGH,84.75,HIGH,100.0,True,9.16,MEDIUM,0.91,1,,,,,,,10.00,,9.28,8.41,,,,,,
2025-11-12 00:31:26,20251112003105814,1.17,8.24,HIGH,LOW,84.75,HIGH,100.0,True,8.24,MEDIUM,7.07,0,,,,,,,8.07,,8.86,7.72,,,,,,
2025-11-12 00:31:58,20251112003127032,6.83,4.74,MEDIUM-HIGH,HIGH,84.75,HIGH,37.5,False,4.74,UNKNOWN,2.09,0,,,,,,,2.84,,6.43,4.38,,,,,,
2025-11-12 00:32:35,20251112003158778,8.6,7.0,HIGH,HIGH,84.75,HIGH,100.0,True,7.0,MEDIUM,1.6,1,,,,,,,5.41,,8.08,7.04,,,,,,
2025-11-12 00:33:08,20251112003244892,2.49,9.68,HIGH,MEDIUM-LOW,84.75,HIGH,100.0,True,9.68,MEDIUM,7.19,0,,,,,,,9.33,,9.89,9.71,,,,,,
2025-11-12 00:33:29,20251112003309206,2.7,5.65,HIGH,MEDIUM,84.75,MEDIUM-HIGH,62.5,True,5.65,MEDIUM,2.95,0,,,,,,,3.89,,7.71,4.79,,,,,,
2025-11-12 00:33:46,20251112003329677,1.93,4.99,MEDIUM-HIGH,MEDIUM-LOW,84.75,HIGH,37.5,False,4.99,UNKNOWN,3.06,0,,,,,,,2.60,,7.15,4.48,,,,,,
2025-11-12 00:34:00,20251112003346542,1.76,3.26,MEDIUM,MEDIUM-LOW,84.75,MEDIUM-HIGH,37.5,False,3.26,UNKNOWN,1.5,0,,,,,,,2.09,,4.03,3.30,,,,,,
2025-11-12 00:34:11,20251112003401214,1.16,3.12,MEDIUM,LOW,84.75,MEDIUM-HIGH,37.5,False,3.12,UNKNOWN,1.96,0,,,,,,,1.77,,4.02,3.18,,,,,,
2025-11-12 00:34:23,20251112003411812,1.14,2.06,MEDIUM-LOW,LOW,84.75,MEDIUM,37.5,False,2.06,UNKNOWN,0.92,0,,,,,,,1.28,,2.83,1.83,,,,,,
2025-11-12 00:35:00,20251112003423846,7.85,1.79,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,73.7,True,1.79,MEDIUM,6.06,0,,,,,,,1.13,,2.40,1.63,,,,,,
2025-11-12 00:35:51,20251112003500407,33.7,5.97,HIGH,HIGH,84.75,HIGH,62.5,True,5.97,MEDIUM,27.73,1,,,,,,,8.47,,3.25,6.98,,,,,,
2025-11-12 00:36:09,20251112003551503,2.3,7.21,HIGH,MEDIUM-LOW,84.75,HIGH,62.5,True,7.21,MEDIUM,4.91,0,,,,,,,10.00,,2.57,10.00,,,,,,
2025-11-12 00:36:40,20251112003609446,6.9,4.44,MEDIUM-HIGH,HIGH,84.75,MEDIUM,37.5,False,4.44,UNKNOWN,2.46,0,,,,,,,9.72,,2.80,2.29,,,,,,
2025-11-12 00:37:06,20251112003641023,4.09,4.04,MEDIUM-HIGH,MEDIUM-HIGH,84.75,MEDIUM,37.5,False,4.04,UNKNOWN,0.05,1,,,,,,,5.85,,2.54,4.29,,,,,,
2025-11-12 00:37:44,20251112003706696,8.89,3.68,MEDIUM-HIGH,HIGH,84.75,MEDIUM,73.7,True,3.68,MEDIUM,5.21,0,,,,,,,4.88,,3.11,3.40,,,,,,
2025-11-12 00:37:55,20251112003744748,1.13,5.89,HIGH,LOW,84.75,HIGH,62.5,True,5.89,MEDIUM,4.76,0,,,,,,,7.87,,4.23,6.18,,,,,,
2025-11-12 00:38:05,20251112003756147,1.14,2.5,MEDIUM-LOW,LOW,84.75,MEDIUM,63.9,True,2.5,MEDIUM,1.36,0,,,,,,,2.95,,2.57,2.09,,,,,,
2025-11-12 00:38:16,20251112003805284,1.13,2.04,MEDIUM-LOW,LOW,84.75,MEDIUM,37.5,False,2.04,UNKNOWN,0.91,0,,,,,,,1.19,,2.68,1.99,,,,,,
2025-11-12 00:38:59,20251112003817257,13.05,1.95,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,73.7,True,1.95,MEDIUM,11.1,0,,,,,,,1.13,,2.32,2.16,,,,,,
2025-11-12 00:39:29,20251112003859982,5.0,10.0,HIGH,HIGH,84.75,HIGH,100.0,True,10.0,MEDIUM,5.0,1,,,,,,,10.00,,10.00,10.00,,,,,,
2025-11-12 00:39:45,20251112003929815,2.52,5.61,HIGH,MEDIUM,84.75,HIGH,100.0,True,5.61,MEDIUM,3.09,0,,,,,,,7.20,,5.08,5.01,,,,,,
2025-11-12 00:39:56,20251112003945832,1.15,2.82,MEDIUM,LOW,84.75,MEDIUM,100.0,True,2.82,MEDIUM,1.67,0,,,,,,,3.10,,2.72,2.72,,,,,,
2025-11-12 00:40:07,20251112003957033,1.13,2.28,MEDIUM-LOW,LOW,84.75,MEDIUM,37.5,False,2.28,UNKNOWN,1.15,0,,,,,,,1.46,,3.03,2.09,,,,,,
2025-11-12 00:40:24,20251112004007297,1.54,1.48,LOW,MEDIUM-LOW,84.75,LOW,62.5,True,1.48,MEDIUM,0.06,0,,,,,,,1.11,,1.79,1.42,,,,,,
2025-11-12 00:40:38,20251112004024485,1.52,1.49,LOW,MEDIUM-LOW,84.75,LOW,62.5,True,1.49,MEDIUM,0.03,0,,,,,,,1.47,,1.51,1.48,,,,,,
2025-11-12 00:41:05,20251112004038287,4.03,1.5,LOW,MEDIUM-HIGH,84.75,MEDIUM-LOW,63.9,True,1.5,MEDIUM,2.53,0,,,,,,,1.55,,1.50,1.46,,,,,,
2025-11-12 00:41:54,20251112004105480,2.62,2.95,MEDIUM,MEDIUM,84.75,MEDIUM-LOW,37.5,False,2.95,UNKNOWN,0.33,1,,,,,,,3.74,,2.27,3.08,,,,,,
2025-11-12 00:42:04,20251112004154847,1.14,2.57,MEDIUM,LOW,84.75,MEDIUM-LOW,73.7,True,2.57,MEDIUM,1.43,0,,,,,,,3.03,,2.41,2.40,,,,,,
2025-11-12 00:42:17,20251112004205133,1.16,1.83,MEDIUM-LOW,LOW,84.75,LOW,62.5,True,1.83,MEDIUM,0.67,0,,,,,,,1.47,,2.41,1.50,,,,,,
2025-11-12 00:42:41,20251112004217812,2.52,1.29,LOW,MEDIUM,84.75,LOW,100.0,True,1.29,MEDIUM,1.23,0,,,,,,,1.13,,1.41,1.28,,,,,,
2025-11-12 00:43:15,20251112004249215,3.16,2.01,MEDIUM-LOW,MEDIUM,84.75,MEDIUM-LOW,100.0,True,2.01,MEDIUM,1.15,0,,,,,,,2.34,,1.61,2.19,,,,,,
2025-11-12 00:43:38,20251112004316176,2.28,2.43,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM,62.5,True,2.43,MEDIUM,0.15,1,,,,,,,3.21,,1.77,2.54,,,,,,
2025-11-12 00:43:49,20251112004338521,1.16,2.09,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,2.09,MEDIUM,0.93,0,,,,,,,2.48,,1.83,2.08,,,,,,
2025-11-12 00:44:06,20251112004349457,1.57,1.53,MEDIUM-LOW,MEDIUM-LOW,84.75,LOW,62.5,True,1.53,MEDIUM,0.04,1,,,,,,,1.40,,1.70,1.46,,,,,,
2025-11-12 00:44:44,20251112004407169,11.22,1.73,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,73.7,True,1.73,MEDIUM,9.49,0,,,,,,,1.45,,1.95,1.70,,,,,,
2025-11-12 00:44:55,20251112004444849,1.33,7.68,HIGH,LOW,84.75,HIGH,62.5,True,7.68,MEDIUM,6.35,0,,,,,,,10.00,,3.83,10.00,,,,,,
2025-11-12 00:45:04,20251112004456071,1.03,2.26,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,2.26,MEDIUM,1.23,0,,,,,,,3.70,,1.87,1.62,,,,,,
2025-11-12 00:48:02,20251112004747842,1.2,2.56,MEDIUM,LOW,84.33,MEDIUM-LOW,66.7,True,2.56,MEDIUM,1.36,0,,,,,,,3.49,,2.39,1.81,,,,,,
2025-11-12 00:48:20,20251112004802647,2.27,1.9,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM,37.5,False,1.9,UNKNOWN,0.37,1,,,,,,,1.33,,2.60,1.58,,,,,,
2025-11-12 00:48:33,20251112004820982,1.16,1.9,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,1.9,MEDIUM,0.74,0,,,,,,,1.93,,1.62,2.18,,,,,,
2025-11-12 00:49:04,20251112004833548,4.8,1.23,LOW,MEDIUM-HIGH,84.75,LOW,100.0,True,1.23,MEDIUM,3.57,0,,,,,,,1.42,,1.14,1.18,,,,,,
2025-11-12 00:49:13,20251112004904283,1.15,3.08,MEDIUM,LOW,84.75,MEDIUM-HIGH,62.5,True,3.08,MEDIUM,1.93,0,,,,,,,4.22,,1.81,3.56,,,,,,
2025-11-12 00:49:23,20251112004913903,1.13,1.4,LOW,LOW,84.75,LOW,73.7,True,1.4,MEDIUM,0.27,1,,,,,,,2.03,,1.18,1.17,,,,,,
2025-11-12 00:49:42,20251112004923838,1.57,1.14,LOW,MEDIUM-LOW,84.75,LOW,100.0,True,1.14,MEDIUM,0.43,0,,,,,,,1.13,,1.20,1.08,,,,,,
2025-11-12 00:50:01,20251112004942997,1.33,1.35,LOW,LOW,84.75,LOW,100.0,True,1.35,MEDIUM,0.02,1,,,,,,,1.49,,1.19,1.42,,,,,,
2025-11-12 00:50:11,20251112005002206,1.06,1.36,LOW,LOW,84.75,LOW,100.0,True,1.36,MEDIUM,0.3,1,,,,,,,1.40,,1.39,1.31,,,,,,
2025-11-12 00:50:21,20251112005011309,1.13,1.18,LOW,LOW,84.75,LOW,100.0,True,1.18,MEDIUM,0.05,1,,,,,,,1.11,,1.30,1.10,,,,,,
2025-11-12 00:52:23,20251112005146228,2.53,1.19,LOW,MEDIUM,84.75,LOW,100.0,True,1.19,MEDIUM,1.34,0,,,,,,,1.11,,1.30,1.14,,,,,,
2025-11-12 00:52:31,20251112005223384,1.07,1.92,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,62.5,True,1.92,MEDIUM,0.85,0,,,,,,,2.36,,1.48,2.06,,,,,,
2025-11-12 00:52:41,20251112005231929,1.1,1.25,LOW,LOW,84.75,LOW,100.0,True,1.25,MEDIUM,0.15,1,,,,,,,1.42,,1.26,1.11,,,,,,
2025-11-12 00:53:00,20251112005249439,1.35,1.04,LOW,LOW,84.75,LOW,100.0,True,1.04,MEDIUM,0.31,1,,,,,,,1.07,,1.00,1.07,,,,,,
2025-11-12 00:53:11,20251112005301177,1.18,1.22,LOW,LOW,84.75,LOW,100.0,True,1.22,MEDIUM,0.04,1,,,,,,,1.31,,1.11,1.27,,,,,,
2025-11-12 00:53:29,20251112005311521,1.53,1.17,LOW,MEDIUM-LOW,84.75,LOW,100.0,True,1.17,MEDIUM,0.36,0,,,,,,,1.22,,1.14,1.17,,,,,,
2025-11-12 00:53:55,20251112005330061,4.3,1.37,LOW,MEDIUM-HIGH,84.75,LOW,100.0,True,1.37,MEDIUM,2.93,0,,,,,,,1.46,,1.28,1.41,,,,,,
2025-11-12 00:54:18,20251112005356108,3.32,2.86,MEDIUM,MEDIUM,84.75,MEDIUM-LOW,37.5,False,2.86,UNKNOWN,0.46,1,,,,,,,4.15,,1.62,3.22,,,,,,
2025-11-12 00:54:34,20251112005418764,2.01,2.32,MEDIUM-LOW,MEDIUM-LOW,84.75,LOW,37.5,False,2.32,UNKNOWN,0.31,1,,,,,,,3.69,,1.27,2.40,,,,,,
2025-11-12 00:54:43,20251112005435038,1.11,1.77,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,1.77,MEDIUM,0.66,0,,,,,,,2.28,,1.52,1.66,,,,,,
2025-11-12 00:55:50,20251112005503155,9.24,1.24,LOW,HIGH,84.75,LOW,100.0,True,1.24,MEDIUM,8.0,0,,,,,,,1.30,,1.24,1.21,,,,,,
2025-11-12 00:56:00,20251112005550437,1.15,5.74,HIGH,LOW,84.75,HIGH,62.5,True,5.74,MEDIUM,4.59,0,,,,,,,9.16,,2.28,6.85,,,,,,
2025-11-12 00:56:19,20251112005601181,1.58,1.71,MEDIUM-LOW,MEDIUM-LOW,84.75,LOW,73.7,True,1.71,MEDIUM,0.13,1,,,,,,,3.09,,1.13,1.30,,,,,,
2025-11-12 00:56:53,20251112005620036,6.39,1.52,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,63.9,True,1.52,MEDIUM,4.87,0,,,,,,,1.50,,1.59,1.45,,,,,,
2025-11-12 00:57:33,20251112005654158,13.81,4.56,MEDIUM-HIGH,HIGH,84.75,HIGH,62.5,True,4.56,MEDIUM,9.25,0,,,,,,,6.52,,2.56,5.20,,,,,,
2025-11-12 00:57:44,20251112005733442,1.17,7.6,HIGH,LOW,84.75,HIGH,62.5,True,7.6,MEDIUM,6.43,0,,,,,,,10.00,,3.62,10.00,,,,,,
2025-11-12 00:58:01,20251112005744690,1.94,2.79,MEDIUM,MEDIUM-LOW,84.75,MEDIUM,37.5,False,2.79,UNKNOWN,0.85,0,,,,,,,4.14,,2.76,1.84,,,,,,
2025-11-12 00:58:08,20251112005801703,1.0,1.83,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,1.83,MEDIUM,0.83,0,,,,,,,1.83,,1.86,1.79,,,,,,
2025-11-12 00:58:34,20251112005809143,4.18,1.37,LOW,MEDIUM-HIGH,84.75,LOW,100.0,True,1.37,MEDIUM,2.81,0,,,,,,,1.22,,1.48,1.37,,,,,,
2025-11-12 00:58:54,20251112005834416,2.56,2.8,MEDIUM,MEDIUM,84.75,MEDIUM-LOW,37.5,False,2.8,UNKNOWN,0.24,1,,,,,,,3.68,,1.75,3.24,,,,,,
